Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Bought Today (product.metafields.custom.bought_today),Content ID (product.metafields.custom.content_id),Days Subtitle (product.metafields.custom.days_subtitle),Days to Ferment (product.metafields.custom.days_to_ferment),Discount Badge (product.metafields.custom.discount_badge),Hero Tagline (product.metafields.custom.hero_tagline),Kit Label Format (product.metafields.custom.kit_label_format),PDP Template (product.metafields.custom.pdp_template),Product Name Short (product.metafields.custom.product_name_short),Rating (product.metafields.custom.rating),Review Count (product.metafields.custom.review_count),Short Name (product.metafields.custom.short_name),Theme Accent (product.metafields.custom.theme_accent),Theme Accent Dark (product.metafields.custom.theme_accent_dark),Theme Accent Soft (product.metafields.custom.theme_accent_soft),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
kanji-making-kit,,,,,,,,,1 Liter,,,,,,,,Kanji101,0.0,shopify,3935,continue,manual,949.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Kanji_Hero_Image_2_038761d0-c565-43cf-87a7-45ec3744bf05.webp?v=1777971723,2,"",,,,,,,,,,,,,,,,,,,,kg,,,
kanji-making-kit,,,,,,,,,4 Liter,,,,,,,,Kanji401,0.0,shopify,4105,continue,manual,1499.00,2499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0807/9071/6649/files/7_3x-100_copy_30f3fe0a-fed1-4b58-b429-b09e5c42fa8b.webp?v=1777971723,3,"",,,,,,,,,,,,,,,,,,,,kg,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/3_copy_d260172d-3c94-44cb-ab3b-a9a18d820c44.webp?v=1777971723,4,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/8_b03d1af3-e8c1-4f0d-890e-3c1f0fce98ff.jpg?v=1777971723,5,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/7_ed5a035f-73c9-4f36-a887-b094dc9a8ab5.jpg?v=1777971722,6,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Group_1171279174_copy_621c0a3a-b504-49a1-8555-f8e9e5448c85.webp?v=1777971723,7,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Kanji_lifestlye_2_67d022db-8d77-40b8-80c0-5d6367511798.webp?v=1777971723,8,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Kanji_Lifestlye_1_5ac235ff-371d-4e0f-8eea-b158822b372a.webp?v=1777971723,9,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Artboard_1_copy_4_3x-100_copy_2_3bece888-b9ec-460b-a1fe-d8b293945590.webp?v=1777971723,10,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/6_copy_dceebbe2-7fa0-4ce9-b6e1-002c38abde01.webp?v=1777971723,11,"",,,,,,,,,,,,,,,,,,,,,,,
kanji-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Artboard_1_copy_6_3x-100_1_copy_0f624b30-9de5-4498-adbb-b4edc08f152c.webp?v=1777971723,12,"",,,,,,,,,,,,,,,,,,,,,,,
kimchi-making-kit,Kimchi Making Kit,"<meta charset=""utf-8"">
<p><span style=""font-weight: 400;"">Create delicious and healthy Kimchi at home with Gut Basket's Kimchi Kit. All the essential ingredients and equipment are included for an authentic Korean culinary experience.</span></p>
<ul>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Complete kit - Includes all the necessary equipment and ingredients to create authentic Kimchi from the comfort of your home.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Premium ingredients - High-quality Gochagaru (Korean chili powder) and other ingredients are included to ensure the best taste and quality.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Cost-effective - The kit contains enough supplies to make up to make 2 kg or 40 servings of Kimchi. </span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Fermented goodness - The lacto-fermentation process used in making Kimchi results in a probiotic-rich source of antioxidants, vitamins, and minerals.</span></li>
<li style=""font-weight: 400;""><span style=""font-weight: 400;"">Endless culinary possibilities - In addition to traditional Kimchi, you can create a variety of dishes such as Kimchi fried rice, Kimchi pancakes, Kimchi ramen noodles, and more.</span></li>
</ul>",Gutbasket,"Food, Beverages & Tobacco > Food Items > Seasonings & Spices","","",true,Title,Default Title,,,,,,,,GBKimchiKit01,0.0,shopify,920,deny,manual,1499.00,1999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Kimchi_-_PDP_Product_Images.png?v=1777971717,1,"",false,Kimchi Kit - Gutbasket, Create delicious and healthy Kimchi at home with Gut Basket's Kimchi Kit. All the essential ingredients and equipment are included - Gutbasket,,,,,,,,,,,,,,,,,kg,,,active
kimchi-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_includes_image.png?v=1777971717,2,"",,,,,,,,,,,,,,,,,,,,,,,
kimchi-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_3_steps_image.png?v=1777971717,3,"",,,,,,,,,,,,,,,,,,,,,,,
kimchi-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/5_b59882d0-e998-4a99-af6d-c289b23f2e6e.png?v=1777971717,4,"",,,,,,,,,,,,,,,,,,,,,,,
kimchi-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_Hero_Image_2.png?v=1777971717,5,"",,,,,,,,,,,,,,,,,,,,,,,
kimchi-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_gut_health_2.png?v=1777971717,6,"",,,,,,,,,,,,,,,,,,,,,,,
kimchi-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_gut_health.png?v=1777971717,7,"",,,,,,,,,,,,,,,,,,,,,,,
kimchi-making-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_lifestlye_2.png?v=1777971717,8,"",,,,,,,,,,,,,,,,,,,,,,,
vegetable-fermentation-kit-with-glass-weights,Vegetable Fermentation Kit,"<div><b><span style=""font-weight: 400;"">Unlock a world of flavor and health benefits by making your own fermented vegetables with our easy-to-use DIY Fermented Vegetable Kit. You can enjoy the rich taste and nutritional benefits of fermented veggies in the comfort of your own home.</span></b></div>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li>
<strong>Start fermentation:</strong> The complete lacto fermentation starter Kit- Make pickles, kimchi, sauerkraut or even small batches of wine and beer at home.<br>
</li>
</ul>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item""><strong>Safe Material:</strong> Made from lead-free, clear &amp; thick glass, the glass jar is safe to use. All equipment are of premium quality</span></li>
</ul>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item""><strong>Great Value:</strong> The set includes 2 glass fermentation jars, 2 glass weights, 2 airlocks, 2 silicon grommet lids, extra lids for storage, Sea salt 100 gm, fermentation guide and bonus recipe book- you just need this set to start your health journey.</span></li>
</ul>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item""><strong>Large Mouth:</strong> The fermentation jar with wide mouth &amp; neck, you can easily get your hands inside to arrange vegetables.</span></li>
</ul>
<ul class=""a-unordered-list a-vertical a-spacing-mini"">
<li><span class=""a-list-item""><strong>Give your family the probiotic boost:</strong> Lacto fermented vegetables are the best and most natural way to consume probiotics and improve gut health.</span></li>
</ul>",Gutbasket,Home & Garden > Kitchen & Dining > Cookware & Bakeware > Cookware > Fermentation & Pickling Crocks,Fermentation Kits,Vegetable Fermentation,true,Size,1 Liter,,,,,,,,VFKit101,0.0,shopify,4323,deny,manual,1449.00,1999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_Hero_image_a2502776-c4ba-493b-b466-258d9e740266.webp?v=1777971718,1,"",false,Fermented Vegetable Kit with glass weights - Gutbasket,Unlock a world of flavor and health benefits by making your own fermented vegetables with our easy-to-use DIY Fermented Vegetable - Gutbasket,,,,,,,,,,,,,,,,,kg,,,active
vegetable-fermentation-kit-with-glass-weights,,,,,,,,,2 Liter,,,,,,,,VFKit201,0.0,shopify,4378,deny,manual,1990.00,2999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_Hero_Image_2.webp?v=1777971718,2,"",,,,,,,,,,,,,,,,,,,,kg,,,
vegetable-fermentation-kit-with-glass-weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_3_steps_image.webp?v=1777971718,3,"",,,,,,,,,,,,,,,,,,,,,,,
vegetable-fermentation-kit-with-glass-weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_includes_image.webp?v=1777971718,4,"",,,,,,,,,,,,,,,,,,,,,,,
vegetable-fermentation-kit-with-glass-weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_Lifestlye_1.webp?v=1777971718,5,"",,,,,,,,,,,,,,,,,,,,,,,
vegetable-fermentation-kit-with-glass-weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_lifestlye_2.webp?v=1777971718,6,"",,,,,,,,,,,,,,,,,,,,,,,
vegetable-fermentation-kit-with-glass-weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_gut_health.webp?v=1777971718,7,"",,,,,,,,,,,,,,,,,,,,,,,
vegetable-fermentation-kit-with-glass-weights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/VF_gut_health_2.webp?v=1777971718,8,"",,,,,,,,,,,,,,,,,,,,,,,
ultimate-fermentation-kit,All-in-One Fermentation Kit,"<p data-start=""218"" data-end=""297"" class=""""><strong data-start=""218"" data-end=""297"">Everything You Need to Ferment at Home – Naturally, Easily, and Deliciously</strong></p>
<p data-start=""299"" data-end=""593"" class="""">Master the art of fermentation with the <strong data-start=""339"" data-end=""378"">GUTBasket Ultimate Fermentation Kit</strong> – a complete, premium-quality starter set designed for beginners and pros alike. From probiotic drinks to crunchy kimchi, this all-in-one bundle empowers you to create gut-friendly ferments right from your kitchen.</p>
<h3 data-start=""595"" data-end=""627"" class=""""><strong data-start=""601"" data-end=""627"">What's Inside the Kit:</strong></h3>
<ul data-start=""629"" data-end=""1804"">
<li data-start=""629"" data-end=""782"" class="""">
<p data-start=""631"" data-end=""782"" class=""""><strong data-start=""631"" data-end=""676"">2-Litre &amp; 1-Litre Glass Fermentation Jars</strong><br data-start=""676"" data-end=""679"">Durable, food-grade glass jars with wide mouths – perfect for small and large batches of any ferment.</p>
</li>
<li data-start=""784"" data-end=""880"" class="""">
<p data-start=""786"" data-end=""880"" class=""""><strong data-start=""786"" data-end=""802"">Glass Weight</strong><br data-start=""802"" data-end=""805"">Keeps your ingredients safely submerged for mold-free, even fermentation.</p>
</li>
<li data-start=""882"" data-end=""1041"" class="""">
<p data-start=""884"" data-end=""1041"" class=""""><strong data-start=""884"" data-end=""916"">2 Flip-Top Bottles (1L Each)</strong><br data-start=""916"" data-end=""919"">Ideal for bottling probiotic drinks like Kanji, Kombucha, or Ginger Beer. Reusable and airtight for perfect carbonation.</p>
</li>
<li data-start=""1043"" data-end=""1191"" class="""">
<p data-start=""1045"" data-end=""1191"" class=""""><strong data-start=""1045"" data-end=""1084"">Kanji Spice Mix &amp; Ferment Spice Mix</strong><br data-start=""1084"" data-end=""1087"">Authentic, preservative-free spice blends crafted to kickstart your Kanji and vegetable fermentations.</p>
</li>
<li data-start=""1193"" data-end=""1320"" class="""">
<p data-start=""1195"" data-end=""1320"" class=""""><strong data-start=""1195"" data-end=""1219"">Ferment Boost Sachet</strong><br data-start=""1219"" data-end=""1222"">A prebiotic-rich blend to speed up and stabilize fermentation, enhancing taste and gut benefits.</p>
</li>
<li data-start=""1322"" data-end=""1449"" class="""">
<p data-start=""1324"" data-end=""1449"" class=""""><strong data-start=""1324"" data-end=""1347"">Kimchi Supplies Kit</strong><br data-start=""1347"" data-end=""1350"">All the essential dry ingredients you need for traditional-style kimchi — just add fresh veggies!</p>
</li>
<li data-start=""1451"" data-end=""1804"" class="""">
<p data-start=""1453"" data-end=""1487"" class=""""><strong data-start=""1453"" data-end=""1485"">4 Comprehensive Recipe Books</strong></p>
<ul data-start=""1490"" data-end=""1804"">
<li data-start=""1490"" data-end=""1558"" class="""">
<p data-start=""1492"" data-end=""1558"" class=""""><em data-start=""1492"" data-end=""1511"">Kanji Recipe Book</em> – Refreshing Indian probiotic drink recipes.</p>
</li>
<li data-start=""1561"" data-end=""1621"" class="""">
<p data-start=""1563"" data-end=""1621"" class=""""><em data-start=""1563"" data-end=""1583"">Kimchi Recipe Book</em> – Classic and fusion kimchi guides.</p>
</li>
<li data-start=""1624"" data-end=""1705"" class="""">
<p data-start=""1626"" data-end=""1705"" class=""""><em data-start=""1626"" data-end=""1655"">Probiotic Drink Recipe Book</em> – Step-by-step for fizzy, gut-loving beverages.</p>
</li>
<li data-start=""1708"" data-end=""1804"" class="""">
<p data-start=""1710"" data-end=""1804"" class=""""><em data-start=""1710"" data-end=""1746"">Vegetable Fermentation Recipe Book</em> – From carrots to cauliflower, master pickling naturally.</p>
</li>
</ul>
</li>
</ul>",Gutbasket,Home & Garden > Kitchen & Dining > Cookware & Bakeware > Cookware > Fermentation & Pickling Crocks,Fermentation Kits,"Fermentation Jar, Kanji, Vegetable Fermentation",true,Title,Default Title,,,,,,,,GBUltimateFermentationKit,0.0,shopify,4324,deny,manual,4999.00,5999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_Hero_image_1816d45d-c028-4f50-9b79-6565365ef9d4.webp?v=1777971724,1,"",false,"All-in-One Fermentation Kit for Kimchi, Kanji, Sauerkraut and More",,,,,,,,,,,,,,,,,,kg,,,active
ultimate-fermentation-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_Hero_Image_2_eb2f7438-12b9-4e0f-85b4-c73150ce7c2d.webp?v=1777971725,2,"",,,,,,,,,,,,,,,,,,,,,,,
ultimate-fermentation-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_includes_image_a763a044-2c07-44e6-a16b-f91952805592.webp?v=1777971724,3,"",,,,,,,,,,,,,,,,,,,,,,,
ultimate-fermentation-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_Lifestlye_1_6e3f23d7-de44-47a1-8736-d70532c1f414.webp?v=1777971724,4,"",,,,,,,,,,,,,,,,,,,,,,,
ultimate-fermentation-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_3_steps_image_3b6b61ab-fb75-43eb-95d1-8ea17d77aab1.webp?v=1777971724,5,"",,,,,,,,,,,,,,,,,,,,,,,
ultimate-fermentation-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_gut_health_a4739486-feb7-498a-a0e1-dcc579fcbb37.webp?v=1777971724,6,"",,,,,,,,,,,,,,,,,,,,,,,
ultimate-fermentation-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_gut_health_2_e8e0c750-d1a7-4bf7-b1da-2b7db13da19a.webp?v=1777971724,7,"",,,,,,,,,,,,,,,,,,,,,,,
ultimate-fermentation-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Probiotic_Drink_lifestlye_2_b86cf58e-8208-47a1-b219-631cc0e3b1c0.webp?v=1777971724,8,"",,,,,,,,,,,,,,,,,,,,,,,
probiotic-achaar-making-kit,Probiotic Achaar Making Kit,"<p dir=""ltr""><span>India’s first complete lacto-fermented achaar kit.</span></p>
<p dir=""ltr""><span>Everything you need to make oil-free, probiotic-rich pickle at home — in 5–7 days. No oil. No vinegar. No preservatives. Just salt, spice, and science.</span><b></b></p>
<p dir=""ltr""><span>Your grandmother’s brine method — backed by modern fermentation science. GutBasket brings back the original way achaar was made: salt + spice + time. The result is a living pickle full of Lactobacillus, with zero oil and zero preservatives. Every batch you make is alive.</span></p>
<p> </p>",Gutbasket,"Food, Beverages & Tobacco > Food Items > Condiments & Sauces > Pickled Fruits & Vegetables",Fermentation Kits,Probiotic Achaar,true,Size,1 Kg,,,,,,,,GBAchaarKit101,0.0,shopify,404,deny,manual,1399.00,1999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0807/9071/6649/files/Achaar_Making_Kit_-_Amazon_Listing_Images_2.jpg?v=1777971725,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
